"NSForest_markers"	"ENSEMBLID"	"TargetCellType"	"clusterSize"	"f_score"	"marker_count"	"data"	"dataCellSet"	"pi_null"	"pi_off"	"prior_prob_off"	"prior_prob_on"	"rate"	"exp"	"ln1"	"ln2"	"targeted"
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG mucous"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.71124312401122e-06	0.450824813242893	0.546790001409036	0.00238518534807149	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC general capillary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	8.84526013467793e-07	0.748685613341398	0.251209930776677	0.000104455881924908	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Interstitial Mph perivascular"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.55919468997538e-07	0.952909845021118	0.0470900239173618	1.31061520737843e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC arterial"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	5.13701343443608e-07	0.88233573385384	0.117654640778553	9.62536760684192e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Mast cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	7.4365251412714e-07	0.811929261355731	0.188018158864295	5.25797799736413e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Smooth muscle FAM83D+"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.7111102387804e-05	4.27561506312799e-09	0.712538521150693	0.287461474573692	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC venous systemic"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	9.17209811066344e-07	0.735864036986013	0.264007163437581	0.000128799576405286	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph MT-positive"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0	0.968267399126508	0.0317322320076951	3.68865796653403e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG serous (bronchial)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.00730022128717e-07	0.924964035331655	0.0750314144875679	4.55018077694902e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Goblet (bronchial)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.67674461701405e-05	5.23652227326219e-20	0.707132685907777	0.292867314092223	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Basal resting"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.88382857512592e-05	9.30443994837144e-38	0.553162912199288	0.446837087800712	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"DC1"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.21130688308306e-07	0.911815945043811	0.0881606143807193	2.34405754698516e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Suprabasal"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.95439668826723e-05	6.60809848775949e-39	0.546932815044547	0.453067184955453	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0	0.981997586921004	0.0180024069204521	6.15854405838333e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Deuterosomal"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.83178197195573e-05	7.92899968761629e-45	0.48664715911565	0.51335284088435	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"DC2"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	7.71634842098723e-07	0.796044850398577	0.203903958231768	5.1191369654784e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Smooth muscle"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.57319920920176e-05	3.37861950409199e-29	0.584476246900248	0.415523753099751	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC differentiating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	4.74688426384132e-06	0.027199194161775	0.930813814824217	0.0419869910140084	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Non-classical monocytes"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.21513379408116e-07	0.942984567437039	0.0570151979687751	2.34594186001888e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Neuroendocrine"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.33921253034106e-07	0.854959451180891	0.144945443281764	9.51055373451431e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC aerocyte capillary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0	0.984345291171604	0.0156547064151671	2.41322856360551e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Ionocyte"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	4.91975323412278e-06	0.000756980746819955	0.955798892066224	0.0434441271869564	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT1"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	5.2963434141366e-07	0.878236225748597	0.12175182038771	1.19538636939015e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Tuft"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.21514895827558e-05	1.9287356041286e-09	0.800638797977753	0.199361200093511	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC mature"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.38050933053782e-07	0.848119418707252	0.15185130682128	2.92744714676676e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Club (non-nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.05665810686134e-05	1.05926726965596e-39	0.538440716073142	0.461559283926858	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Goblet (nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.86333199644111e-05	9.67824294743653e-93	0.392192398724479	0.607807601275521	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT2"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.02782721901634e-07	0.965603500564013	0.0343964972589749	2.17701259825514e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Peribronchial fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.1064795563788e-05	8.6703483959254e-64	0.406959471886906	0.593040528113094	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Hematopoietic stem cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0	0.900388428943584	0.0992848630433847	0.000326708013031049	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph CCL3+"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.41959594196859e-08	0.990451152388122	0.00954884760827805	3.60044268817861e-12	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC venous pulmonary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.05316553474795e-07	0.926677017486848	0.0733210558196325	1.92669351959511e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Subpleural fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.74955559244512e-06	0.0205762177717036	0.954722737273572	0.0247010449547239	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"T cells proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	4.14586307126366e-07	0.900323872007893	0.0996564204133812	1.9707578725372e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Multiciliated (non-nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.74981411795742e-05	6.2889711436845e-36	0.565601296270742	0.434398703729258	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0	0.862103754106046	0.136113378400061	0.00178286749389282	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Plasmacytoid DCs"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	5.03158071636627e-07	0.877982337562794	0.121913743422568	0.000103919014637432	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"CD4 T cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.82476725745234e-07	0.830190766692467	0.169780988757469	2.82445500641673e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"NK cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.26910878911808e-07	0.941871260760144	0.058128453842963	2.85396893261927e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Monocyte-derived Mph"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	7.30647664112111e-08	0.971879608666447	0.0281203906724891	6.61063966232125e-10	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Classical monocytes"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.49637859901618e-07	0.938604460113448	0.0613952460304672	2.93856084531847e-07	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Club (nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.56692304180954e-07	0.976406720418238	0.0235932767383122	2.8434497605637e-09	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"AT1"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	2.11853736565464e-06	0.00513611145688795	0.994002100124826	0.000861788418285598	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SMG duct"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.98290955236043e-07	0.806974180521441	0.193024833917319	9.85561239974254e-07	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SMG serous (nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	4.22196383803533e-08	0.994023786940139	0.00597621092399708	2.13586350964107e-09	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Alveolar fibroblasts"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	8.89876963068581e-07	0.300296327868109	0.699665340824999	3.83313068922402e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Mast cells"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	2.27876377543245e-05	1.07208521848195e-35	0.358228054098923	0.641771945901077	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"AT0"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	6.83232650868506e-07	0.523063911457268	0.476902830954579	3.32575881535893e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"pre-TB secretory"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	5.81565566003878e-07	0.612225250964028	0.387770081721837	4.66731413548046e-06	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SMG serous (bronchial)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0	0.990461546984988	0.0095384411665183	1.1848493425986e-08	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Myofibroblasts"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.65487457932394e-07	0.768691796347399	0.231287374417736	2.08292348649995e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Multiciliated (nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	4.93620753889701e-08	0.996007268162316	0.00399273123487109	6.02812885559162e-10	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Goblet (subsegmental)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.47582872948561e-07	0.93505470577449	0.0649447776419328	5.16583576767728e-07	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Adventitial fibroblasts"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.42229020812714e-06	0.0428452588470202	0.956956551246663	0.000198189906316573	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Alveolar Mph proliferating"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.87525400168949e-06	0.0131992630099346	0.986208588684003	0.000592148306062437	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"DC2"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	5.96666641652837e-05	5.06121473217843e-103	0.028860023769301	0.971139976230699	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Interstitial Mph perivascular"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0.000360719691525804	0	0.000173615938845917	0.999826384061154	TRUE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Plasma cells"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.84853556294269e-06	0.0138953105299179	0.985545300732534	0.000559388737548676	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Lymphatic EC differentiating"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	8.22793272399162e-05	3.88117311258733e-64	0.012227923206173	0.987772076793827	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Pericytes"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	7.20651849776374e-07	0.501037856327083	0.498920520852885	4.16228200318343e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"EC aerocyte capillary"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	8.35984987976694e-06	1.24167606586946e-12	0.930153567389598	0.0698464326091607	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Alveolar macrophages"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	2.57032294567195e-06	0.000489860807425976	0.997998450549098	0.00151168864347636	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SM activated stress response"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	6.23412246933591e-07	0.596463142318892	0.403505466653737	3.13910273714933e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Goblet (bronchial)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	6.75465840977223e-07	0.510893897612628	0.489094616749893	1.1485637478418e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"AT2 proliferating"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.25739400063792e-06	0.116463504883295	0.883366263948657	0.000170231168047321	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"DC1"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.21130688308306e-06	0.00272483108006057	0.993116756778114	0.00415841214182584	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Mesothelium"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.16918914315029e-06	0.00484481930129322	0.9909303179124	0.00422486278630631	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Goblet (nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	2.34243412847819e-07	0.942015856928579	0.057984120831352	2.22400694562231e-08	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SMG mucous"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0	0.951564871252988	0.0484340382204404	1.09052657200128e-06	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Monocyte-derived Mph"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	6.38975737188178e-05	7.84766767048958e-114	0.0236304359853376	0.976369564014662	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Smooth muscle"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	1.23437600441413e-06	0.130532967150136	0.869300533072465	0.000166499777399389	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Deuterosomal"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0	0.99258876711999	0.00741122658334422	6.29666606584881e-09	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Non-classical monocytes"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	7.83271309587099e-05	3.83769648339494e-135	0.013111237362368	0.986888762637632	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"EC venous systemic"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.64889990054654e-05	1.02670834772554e-59	0.115811082325	0.884188917675	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Multiciliated (non-nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.61966482001799e-07	0.84851898755732	0.151480752052467	2.60390212741859e-07	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"B cells"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	6.25801042339658e-06	5.38300434092963e-09	0.971333842448281	0.028666152168715	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"EC venous pulmonary"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	7.13423013286104e-05	2.581715553941e-116	0.0172469217947864	0.982753078205214	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Tuft"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.79734049461119e-07	0.758258341154315	0.241717624942693	2.40339029914093e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Lymphatic EC mature"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	4.11542851819689e-05	1.09241739064833e-64	0.0835857122174426	0.916414287782557	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Migratory DCs"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	8.93237566356386e-07	0.440410747962185	0.559405620242328	0.000183631795487648	FALSE
